Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.57448E-3,56.277784397,0.784622327,0.017204837,0.423076923,0
1.60407E-3,56.598391776,0.79074782,0.016955492,0.423076923,0
1.60634E-3,56.7590262,0.791212363,0.016830819,0.423076923,0
1.64213E-3,57.084047575,0.798373671,0.016581474,0.423076923,0
1.67506E-3,57.251553271,0.804743911,0.016456801,0.461538462,0
1.7021E-3,57.590868407,0.809824966,0.016207455,0.461538462,0
1.70822E-3,57.761690392,0.810957293,0.016082783,0.461538462,0
1.75578E-3,58.111682904,0.819524687,0.015833437,0.461538462,0
1.78112E-3,58.289795352,0.823930378,0.015708764,0.461538462,0
1.80079E-3,58.64915643,0.827274562,0.015459419,0.461538462,0
1.80292E-3,58.829448128,0.827632574,0.015334746,0.461538462,0
1.80548E-3,59.009995791,0.828062277,0.015210074,0.461538462,0
1.83154E-3,59.374190782,0.832377437,0.014960728,0.461538462,0
1.83309E-3,59.557499911,0.83263054,0.014836055,0.461538462,0
1.87252E-3,59.930313265,0.838943398,0.01458671,0.461538462,0
1.88201E-3,60.118514008,0.840426793,0.014462037,0.461538462,0
1.88511E-3,60.307025468,0.840909565,0.014337364,0.461538462,0
1.89646E-3,60.68556573,0.842659555,0.014088019,0.461538462,0
1.89797E-3,60.875362347,0.842890892,0.013963346,0.461538462,0
1.92504E-3,61.067866153,0.846984199,0.013838673,0.461538462,0
1.92842E-3,61.260708416,0.847488395,0.013714001,0.461538462,0
1.93962E-3,61.648173438,0.849144888,0.013464655,0.461538462,0
1.96202E-3,61.844375779,0.852404612,0.013339983,0.461538462,0
1.96745E-3,62.041120514,0.853183211,0.01321531,0.461538462,0
2.01086E-3,62.440829272,0.859268632,0.012965964,0.461538462,0
2.01961E-3,62.642790517,0.860464881,0.012841292,0.461538462,0
2.02258E-3,62.845048926,0.860868643,0.012716619,0.461538462,0
2.04011E-3,63.049059477,0.863225666,0.012591946,0.461538462,0
2.04025E-3,63.253084192,0.863244557,0.012467273,0.461538462,0
2.07099E-3,63.664685724,0.867284109,0.012217928,0.461538462,0
2.07284E-3,63.871969718,0.86752272,0.012093255,0.461538462,0
2.07284E-3,64.079254023,0.867523121,0.011968582,0.461538462,0
2.08302E-3,64.287556418,0.868831841,0.01184391,0.461538462,0
2.11552E-3,64.70920821,0.872923488,0.011594564,0.461538462,0
2.11572E-3,64.920779985,0.872947731,0.011469892,0.461538462,0
2.11951E-3,65.132731217,0.873416993,0.011345219,0.461538462,0
2.13289E-3,65.346020527,0.875057965,0.011220546,0.461538462,0
2.15743E-3,65.561763726,0.878012249,0.011095873,0.461538462,0
2.16702E-3,65.778465387,0.879147096,0.010971201,0.461538462,0
2.1707E-3,66.212436597,0.879580726,0.010721855,0.461538462,0
2.18497E-3,66.430933913,0.881244866,0.010597182,0.461538462,0
2.19826E-3,66.650760208,0.882773958,0.01047251,0.461538462,0
2.20302E-3,66.87106202,0.883316281,0.010347837,0.461538462,0
2.22528E-3,67.093590512,0.8858226,0.010223164,0.461538462,0
2.25109E-3,67.318699909,0.88866034,0.010098491,0.461538462,0
2.32201E-3,67.550901278,0.896100129,0.009973819,0.461538462,0
2.33355E-3,67.784255991,0.897262133,0.009849146,0.461538462,0
2.35415E-3,68.019671182,0.899305835,0.009724473,0.461538462,0
2.3631E-3,68.255981187,0.900180653,0.009599801,0.461538462,0
2.41057E-3,68.736776806,0.904695772,0.009350455,0.461538462,0
2.41984E-3,68.978760318,0.905553228,0.009225782,0.461538462,0
2.42277E-3,69.221037424,0.905823241,0.00910111,0.461538462,0
2.43745E-3,69.464782881,0.907162125,0.008976437,0.461538462,0
2.50286E-3,69.715068771,0.912898403,0.008851764,0.461538462,0
2.51948E-3,69.967016351,0.914298432,0.008727091,0.461538462,0
2.54747E-3,70.22176293,0.916605988,0.008602419,0.461538462,0
2.54917E-3,70.476679467,0.916744088,0.008477746,0.461538462,0
2.553E-3,70.731979206,0.91705462,0.008353073,0.461538462,0
2.60636E-3,70.992615491,0.921260682,0.0082284,0.461538462,0
2.61036E-3,71.253651833,0.92156726,0.008103728,0.461538462,0
2.65158E-3,71.518809698,0.924657067,0.007979055,0.461538462,0
2.68947E-3,71.787756596,0.927390112,0.007854382,0.461538462,0
2.69562E-3,72.057318147,0.927824021,0.00772971,0.461538462,0
2.71738E-3,72.32905653,0.929339992,0.007605037,0.461538462,0
2.73235E-3,72.60229174,0.930363884,0.007480364,0.461538462,0
2.75794E-3,72.87808594,0.932080093,0.007355691,0.461538462,0
2.81811E-3,73.159897412,0.935950813,0.007231019,0.461538462,0
2.84261E-3,73.444157924,0.937462314,0.007106346,0.461538462,0
2.86352E-3,73.730509971,0.938724897,0.006981673,0.461538462,0
2.88299E-3,74.01880938,0.939877523,0.006857,0.461538462,0
2.97581E-3,74.316389995,0.945080007,0.006732328,0.461538462,0
2.97656E-3,74.614046059,0.9451204,0.006607655,0.5,0
3.00721E-3,74.91476745,0.946736571,0.006482982,0.5,0
3.02939E-3,75.217706061,0.947875839,0.006358309,0.5,0
3.08838E-3,75.526543955,0.95078978,0.006233637,0.5,0
3.13054E-3,75.839598018,0.952771994,0.006108964,0.5,0
3.23446E-3,76.163043873,0.957323398,0.005984291,0.5,0
3.30964E-3,76.494007422,0.960340065,0.005859619,0.5,0
3.32934E-3,76.826941413,0.961094852,0.005734946,0.538461538,0
3.42417E-3,77.169358215,0.96453117,0.005610273,0.538461538,0
3.4766E-3,77.517017869,0.966298975,0.0054856,0.538461538,0
3.60775E-3,77.877793292,0.970345053,0.005360928,0.538461538,0
3.61112E-3,78.238904845,0.970442097,0.005236255,0.538461538,0
3.6747E-3,78.606375196,0.972219262,0.005111582,0.538461538,0
3.7672E-3,78.9830947,0.974615236,0.004986909,0.538461538,0
3.78574E-3,79.361668696,0.975070174,0.004862237,0.576923077,0
3.88674E-3,79.750342755,0.977408506,0.004737564,0.576923077,0
3.94491E-3,80.144833616,0.978654296,0.004612891,0.615384615,0
3.96169E-3,80.541002406,0.979000721,0.004488218,0.615384615,0
4.05854E-3,80.946855992,0.980893165,0.004363546,0.615384615,0
4.14392E-3,81.361247701,0.982419575,0.004238873,0.615384615,0
4.15707E-3,81.776954976,0.982643671,0.0041142,0.615384615,0
4.18806E-3,82.195761257,0.983160336,0.003989527,0.615384615,0
4.21781E-3,82.617542633,0.983641867,0.003864855,0.615384615,0
4.25492E-3,83.043034583,0.984223188,0.003740182,0.615384615,0
4.29396E-3,83.472431033,0.984812598,0.003615509,0.615384615,0
4.32967E-3,83.90539815,0.985332317,0.003490837,0.615384615,0
4.45387E-3,84.350784936,0.98700538,0.003366164,0.615384615,0
4.55388E-3,84.806172829,0.988212862,0.003241491,0.615384615,0
4.56195E-3,85.262367485,0.98830523,0.003116818,0.615384615,0
4.63585E-3,85.725952568,0.989118398,0.002992146,0.615384615,0
4.64656E-3,86.190608697,0.989231458,0.002867473,0.653846154,0
4.65558E-3,86.656166815,0.989325761,0.0027428,0.653846154,0
4.75526E-3,87.131692339,0.990314447,0.002618127,0.692307692,0
4.883E-3,87.619992328,0.991448862,0.002493455,0.730769231,0
5.07329E-3,88.127321488,0.992897122,0.002368782,0.730769231,0
5.1882E-3,88.646141566,0.993650058,0.002244109,0.769230769,0
5.21723E-3,89.16786489,0.993827312,0.002119436,0.769230769,0
5.23492E-3,89.69135732,0.993932887,0.001994764,0.769230769,0
5.2431E-3,90.215667542,0.993981078,0.001870091,0.769230769,0
5.5717E-3,90.772837787,0.995631274,0.001745418,0.807692308,0
5.74338E-3,91.347175903,0.996304715,0.001620746,0.807692308,0
6.00585E-3,91.947760446,0.997139164,0.001496073,0.807692308,0
6.12197E-3,92.55995739,0.997445454,0.0013714,0.807692308,0
6.14361E-3,93.174318639,0.997498803,0.001246727,0.846153846,0
6.49464E-3,93.823782206,0.998223817,0.001122055,0.884615385,0
6.71332E-3,94.495114147,0.998564927,0.000997382,0.884615385,0
6.76798E-3,95.17191202,0.998639416,0.000872709,0.884615385,0
7.57558E-3,95.929470097,0.999380984,0.000748036,0.923076923,0
7.63584E-3,96.693054346,0.999416312,0.000623364,0.923076923,0
7.77228E-3,97.470281878,0.999489024,0.000498691,0.923076923,0
8.05156E-3,98.27543776,0.999610845,0.000374018,0.923076923,0
8.25993E-3,99.101430271,0.999682402,0.000249345,0.923076923,0
8.9857E-3,100,0.999843502,0.000124673,0.961538462,0
8.9857E-3,100,0.999843502,0.000124673,1,0
