x,y,species cloglog values
1832.0,1832.0,0.014051178
1833.0,1833.0,2.8560042E-5
1834.0,1834.0,0.01587137
1835.0,1835.0,9.99353E-4
1836.0,1836.0,0.059830617
1837.0,1837.0,0.054217886
1838.0,1838.0,0.0066133677
1839.0,1839.0,3.5085268E-12
1840.0,1840.0,1.5265456E-11
1841.0,1841.0,0.012866719
1842.0,1842.0,0.022837795
1843.0,1843.0,4.440892E-16
1844.0,1844.0,0.10477194
1845.0,1845.0,0.019299656
1846.0,1846.0,1.8077844E-4
1847.0,1847.0,0.05443895
1848.0,1848.0,0.055613197
1849.0,1849.0,0.014662954
1850.0,1850.0,3.2146014E-5
1851.0,1851.0,0.09681149
1852.0,1852.0,4.5918824E-13
1853.0,1853.0,0.02555603
1854.0,1854.0,5.353952E-8
1855.0,1855.0,7.004607E-4
1856.0,1856.0,0.06146615
1857.0,1857.0,0.21627821
1858.0,1858.0,4.462485E-8
1859.0,1859.0,4.4418802E-11
1860.0,1860.0,1.5600138E-8
1861.0,1861.0,1.8306103E-4
1862.0,1862.0,0.010323441
1863.0,1863.0,0.08176018
1864.0,1864.0,0.0075935167
1865.0,1865.0,6.7394026E-8
1866.0,1866.0,1.3333967E-10
1867.0,1867.0,0.012009199
1868.0,1868.0,0.094974965
1869.0,1869.0,0.0021120245
1870.0,1870.0,0.13024722
1871.0,1871.0,7.944021E-5
1872.0,1872.0,5.8508753E-14
1873.0,1873.0,0.07222194
1874.0,1874.0,0.03967039
1875.0,1875.0,0.05059111
1876.0,1876.0,0.0027596215
1877.0,1877.0,6.2394534E-14
1878.0,1878.0,1.110223E-16
1879.0,1879.0,2.220446E-16
1880.0,1880.0,5.268008E-13
1881.0,1881.0,0.003531701
1882.0,1882.0,3.6472275E-7
1883.0,1883.0,0.044189196
1884.0,1884.0,9.545037E-10
1885.0,1885.0,0.0068412293
1886.0,1886.0,7.856887E-4
1887.0,1887.0,0.03551486
1888.0,1888.0,3.4026048E-4
1889.0,1889.0,0.77349734
1890.0,1890.0,3.801237E-7
1891.0,1891.0,7.613882E-5
1892.0,1892.0,0.015642704
1893.0,1893.0,7.0474786E-4
1894.0,1894.0,1.1405035E-9
1895.0,1895.0,0.030457553
1896.0,1896.0,4.8516746E-14
1897.0,1897.0,1.4499679E-10
1898.0,1898.0,5.9985643E-4
1899.0,1899.0,2.8369666E-4
1900.0,1900.0,3.9551974E-6
1901.0,1901.0,0.083726756
1902.0,1902.0,0.01546564
1903.0,1903.0,0.011294494
1904.0,1904.0,0.0020465772
1905.0,1905.0,7.383188E-4
1906.0,1906.0,6.341649E-4
1907.0,1907.0,5.476286E-12
1908.0,1908.0,0.006079741
1909.0,1909.0,4.575229E-13
1910.0,1910.0,0.16151929
1911.0,1911.0,0.005977718
1912.0,1912.0,1.79218E-5
1913.0,1913.0,0.0
1914.0,1914.0,0.5260579
1915.0,1915.0,0.015990932
1916.0,1916.0,0.08312275
1917.0,1917.0,0.5279745
1918.0,1918.0,0.0
1919.0,1919.0,5.551115E-16
1920.0,1920.0,0.086742386
1921.0,1921.0,0.0071033845
1922.0,1922.0,0.09817082
1923.0,1923.0,4.085432E-11
1924.0,1924.0,2.424837E-10
1925.0,1925.0,0.008817673
1926.0,1926.0,1.6137447E-10
1927.0,1927.0,2.792644E-7
1928.0,1928.0,2.6631086E-10
1929.0,1929.0,0.11496796
1930.0,1930.0,2.2786655E-6
1931.0,1931.0,4.9404125E-4
1932.0,1932.0,0.0019732427
1933.0,1933.0,0.020139791
1934.0,1934.0,0.0033707742
1935.0,1935.0,0.014462914
1936.0,1936.0,0.054607064
1937.0,1937.0,0.0030933535
1938.0,1938.0,2.8629938E-7
1939.0,1939.0,1.587619E-14
1940.0,1940.0,0.0038835674
1941.0,1941.0,1.347188E-5
1942.0,1942.0,4.440892E-16
1943.0,1943.0,1.291241E-5
1944.0,1944.0,0.018466901
1945.0,1945.0,0.001841355
1946.0,1946.0,5.383522E-7
1947.0,1947.0,0.020947026
1948.0,1948.0,0.00398019
1949.0,1949.0,0.53440213
1950.0,1950.0,0.07183211
1951.0,1951.0,1.1435297E-13
1952.0,1952.0,0.003983522
1953.0,1953.0,5.6468364E-4
1954.0,1954.0,0.023301179
1955.0,1955.0,0.0
1956.0,1956.0,0.06232129
1957.0,1957.0,0.050909217
1958.0,1958.0,1.2434498E-14
1959.0,1959.0,1.3337109E-12
1960.0,1960.0,0.0150127765
1961.0,1961.0,0.009221655
1962.0,1962.0,0.0013179914
1963.0,1963.0,8.233796E-5
1964.0,1964.0,0.17842375
1965.0,1965.0,5.1202687E-8
1966.0,1966.0,0.1200803
1967.0,1967.0,2.5463023E-5
1968.0,1968.0,1.180545E-7
1969.0,1969.0,1.7086332E-13
1970.0,1970.0,5.551115E-16
1971.0,1971.0,1.2212453E-15
1972.0,1972.0,6.9828225E-6
1973.0,1973.0,0.055514805
1974.0,1974.0,1.4005552E-4
1975.0,1975.0,5.5766588E-5
1976.0,1976.0,6.061818E-14
1977.0,1977.0,0.0147645455
1978.0,1978.0,8.5598195E-14
1979.0,1979.0,0.0019381982
1980.0,1980.0,0.029907966
1981.0,1981.0,0.2109254
1982.0,1982.0,6.0945895E-5
1983.0,1983.0,0.0077543315
1984.0,1984.0,0.02559668
1985.0,1985.0,6.139533E-14
1986.0,1986.0,0.005106764
1987.0,1987.0,6.480991E-4
1988.0,1988.0,1.110223E-16
1989.0,1989.0,0.5265773
1990.0,1990.0,0.024681043
1991.0,1991.0,8.4265845E-4
1992.0,1992.0,0.014338591
1993.0,1993.0,0.013223437
1994.0,1994.0,0.023112051
1995.0,1995.0,3.4916514E-13
1996.0,1996.0,0.05031137
1997.0,1997.0,0.23818813
1998.0,1998.0,0.063379094
1999.0,1999.0,0.28139213
2000.0,2000.0,0.0038160174
2001.0,2001.0,7.181256E-7
2002.0,2002.0,1.110223E-16
2003.0,2003.0,2.6920022E-11
2004.0,2004.0,9.285588E-4
2005.0,2005.0,2.7983171E-12
2006.0,2006.0,1.1167733E-12
2007.0,2007.0,0.5263338
2008.0,2008.0,0.02953387
2009.0,2009.0,0.173348
2010.0,2010.0,1.435209E-4
2011.0,2011.0,0.1847994
2012.0,2012.0,4.674039E-14
2013.0,2013.0,0.07656667
2014.0,2014.0,0.040997144
2015.0,2015.0,1.9095836E-14
2016.0,2016.0,0.054429144
2017.0,2017.0,0.3472301
2018.0,2018.0,0.0046794936
2019.0,2019.0,0.05465884
2020.0,2020.0,0.10357637
2021.0,2021.0,6.6815833E-6
2022.0,2022.0,3.3218946E-4
2023.0,2023.0,0.0033779752
2024.0,2024.0,3.420343E-5
2025.0,2025.0,0.09163425
2026.0,2026.0,0.028064905
2027.0,2027.0,0.0015777551
2028.0,2028.0,0.018027507
2029.0,2029.0,2.3834323E-10
2030.0,2030.0,0.044212136
2031.0,2031.0,0.01579844
2032.0,2032.0,6.287245E-10
2033.0,2033.0,0.056643736
2034.0,2034.0,1.110223E-15
2035.0,2035.0,9.24945E-4
2036.0,2036.0,8.179697E-6
2037.0,2037.0,2.220446E-16
2038.0,2038.0,3.828049E-13
2039.0,2039.0,0.1876911
2040.0,2040.0,3.407662E-5
2041.0,2041.0,0.0061239526
2042.0,2042.0,5.5821215E-6
2043.0,2043.0,0.008233955
2044.0,2044.0,0.10382422
2045.0,2045.0,0.026045395
2046.0,2046.0,1.110223E-16
2047.0,2047.0,2.220446E-16
2048.0,2048.0,0.011725806
2049.0,2049.0,1.4479633E-6
2050.0,2050.0,1.110223E-16
2051.0,2051.0,0.13452926
2052.0,2052.0,0.046840135
2053.0,2053.0,0.005903951
2054.0,2054.0,0.009195004
2055.0,2055.0,2.6572002E-6
2056.0,2056.0,0.0015037112
2057.0,2057.0,5.804739E-10
2058.0,2058.0,1.2434498E-14
2059.0,2059.0,0.0064656553
2060.0,2060.0,1.9739765E-13
2061.0,2061.0,0.07760501
2062.0,2062.0,9.161578E-5
2063.0,2063.0,4.7850612E-14
2064.0,2064.0,4.1244785E-11
2065.0,2065.0,3.1186893E-4
2066.0,2066.0,1.110223E-16
2067.0,2067.0,0.0024372672
2068.0,2068.0,0.41810188
2069.0,2069.0,0.003583945
2070.0,2070.0,0.0024545707
2071.0,2071.0,0.2535324
2072.0,2072.0,0.054801922
2073.0,2073.0,5.0640297E-6
2074.0,2074.0,7.438494E-15
2075.0,2075.0,0.7907478
2076.0,2076.0,7.643804E-5
2077.0,2077.0,9.0816243E-14
2078.0,2078.0,0.019935997
2079.0,2079.0,1.110223E-16
2080.0,2080.0,0.014159863
2081.0,2081.0,5.839773E-14
2082.0,2082.0,0.0058582197
2083.0,2083.0,0.0011763824
2084.0,2084.0,3.3532876E-10
2085.0,2085.0,4.8814717E-4
2086.0,2086.0,5.7713274E-5
2087.0,2087.0,0.029767735
2088.0,2088.0,0.12650062
2089.0,2089.0,3.4416914E-15
2090.0,2090.0,3.6870507E-13
2091.0,2091.0,0.025150297
2092.0,2092.0,0.9914489
2093.0,2093.0,0.022014571
2094.0,2094.0,0.085693404
2095.0,2095.0,8.2367446E-13
2096.0,2096.0,1.92093E-7
2097.0,2097.0,0.023675337
2098.0,2098.0,0.07974954
2099.0,2099.0,0.44064996
2100.0,2100.0,2.56557E-11
2101.0,2101.0,0.0020173755
2102.0,2102.0,0.026001139
2103.0,2103.0,0.06800158
2104.0,2104.0,0.056510273
2105.0,2105.0,7.4688145E-10
2106.0,2106.0,0.06501776
2107.0,2107.0,9.1198876E-7
2108.0,2108.0,0.054222874
2109.0,2109.0,1.2277688E-6
2110.0,2110.0,0.27834445
2111.0,2111.0,0.009426267
2112.0,2112.0,7.6961523E-4
2113.0,2113.0,0.008790447
2114.0,2114.0,1.06016805E-5
2115.0,2115.0,1.2003311E-4
2116.0,2116.0,5.175543E-4
2117.0,2117.0,6.2765985E-6
2118.0,2118.0,0.03835817
2119.0,2119.0,0.012851566
2120.0,2120.0,0.0010246919
2121.0,2121.0,2.4240514E-8
2122.0,2122.0,6.263005E-6
2123.0,2123.0,0.013515685
2124.0,2124.0,1.9084095E-7
2125.0,2125.0,2.220446E-16
2126.0,2126.0,3.2340797E-13
2127.0,2127.0,2.7761662E-6
2128.0,2128.0,0.003972535
2129.0,2129.0,0.067287244
2130.0,2130.0,1.0103127E-4
2131.0,2131.0,3.3982607E-5
2132.0,2132.0,6.065072E-9
2133.0,2133.0,1.1761034E-6
2134.0,2134.0,7.371881E-13
2135.0,2135.0,1.9770421E-4
2136.0,2136.0,0.35422972
2137.0,2137.0,1.021891E-6
2138.0,2138.0,1.1884937E-12
2139.0,2139.0,4.2251758E-12
2140.0,2140.0,2.8739515E-4
2141.0,2141.0,7.9590484E-4
2142.0,2142.0,5.4400928E-14
2143.0,2143.0,0.24112558
2144.0,2144.0,0.0
2145.0,2145.0,1.0091927E-13
2146.0,2146.0,0.0013532838
2147.0,2147.0,0.3468926
2148.0,2148.0,0.0018588128
2149.0,2149.0,0.025675999
2150.0,2150.0,0.093226306
2151.0,2151.0,0.0021819677
2152.0,2152.0,0.005907338
2153.0,2153.0,0.10674673
2154.0,2154.0,3.4416914E-15
2155.0,2155.0,1.503242E-13
2156.0,2156.0,0.53005314
2157.0,2157.0,0.40797567
2158.0,2158.0,4.2188475E-15
2159.0,2159.0,0.2676436
2160.0,2160.0,0.003715154
2161.0,2161.0,0.19499819
2162.0,2162.0,1.104898E-6
2163.0,2163.0,0.001232072
2164.0,2164.0,0.031828802
2165.0,2165.0,0.014462202
2166.0,2166.0,0.0012126473
2167.0,2167.0,4.7807614E-4
2168.0,2168.0,4.6185278E-14
2169.0,2169.0,0.03682213
2170.0,2170.0,0.35231602
2171.0,2171.0,1.523226E-13
2172.0,2172.0,0.9170546
2173.0,2173.0,6.253313E-7
2174.0,2174.0,1.6935335E-5
2175.0,2175.0,8.755502E-6
2176.0,2176.0,0.022995107
2177.0,2177.0,0.062838
2178.0,2178.0,1.858657E-5
2179.0,2179.0,5.240482E-4
2180.0,2180.0,5.007106E-14
2181.0,2181.0,6.254072E-4
2182.0,2182.0,0.33986753
2183.0,2183.0,3.7122313E-6
2184.0,2184.0,0.014321676
2185.0,2185.0,0.16535278
2186.0,2186.0,6.854217E-4
2187.0,2187.0,0.19629498
2188.0,2188.0,0.006382985
2189.0,2189.0,0.040637054
2190.0,2190.0,1.34035005E-11
2191.0,2191.0,0.0013230151
2192.0,2192.0,0.014699017
2193.0,2193.0,0.009241258
2194.0,2194.0,0.03216603
2195.0,2195.0,0.16379952
2196.0,2196.0,5.6793688E-8
2197.0,2197.0,1.8926423E-5
2198.0,2198.0,0.0032567207
2199.0,2199.0,4.320988E-13
2200.0,2200.0,6.9769317E-7
2201.0,2201.0,0.043137908
2202.0,2202.0,7.095256E-7
2203.0,2203.0,0.004816206
2204.0,2204.0,0.0024625536
2205.0,2205.0,0.8961001
2206.0,2206.0,2.5558111E-11
2207.0,2207.0,0.14489497
2208.0,2208.0,3.7998368E-4
2209.0,2209.0,3.1086245E-15
2210.0,2210.0,2.0314893E-8
2211.0,2211.0,4.4264592E-13
2212.0,2212.0,0.30335876
2213.0,2213.0,0.060402475
2214.0,2214.0,0.550021
2215.0,2215.0,0.014711425
2216.0,2216.0,4.9565796E-11
2217.0,2217.0,7.0390693E-4
2218.0,2218.0,1.1790569E-13
2219.0,2219.0,0.024380015
2220.0,2220.0,0.54002166
2221.0,2221.0,0.0115963025
2222.0,2222.0,0.0210585
2223.0,2223.0,0.0051454706
2224.0,2224.0,1.110223E-16
2225.0,2225.0,0.08738262
2226.0,2226.0,4.8516746E-14
2227.0,2227.0,1.3867885E-5
2228.0,2228.0,1.110223E-16
2229.0,2229.0,4.773959E-15
2230.0,2230.0,0.25874034
2231.0,2231.0,0.026114305
2232.0,2232.0,0.015514408
2233.0,2233.0,0.10509984
2234.0,2234.0,0.17680344
2235.0,2235.0,0.1652699
2236.0,2236.0,1.6653345E-15
2237.0,2237.0,2.220446E-16
2238.0,2238.0,0.011510453
2239.0,2239.0,0.0019747606
2240.0,2240.0,0.06883919
2241.0,2241.0,5.0586525E-8
2242.0,2242.0,2.3315759E-5
2243.0,2243.0,0.20585072
2244.0,2244.0,3.8718985E-4
2245.0,2245.0,3.0993903E-9
2246.0,2246.0,0.1295739
2247.0,2247.0,2.5307963E-7
2248.0,2248.0,0.10301973
2249.0,2249.0,8.013653E-9
2250.0,2250.0,0.048851147
2251.0,2251.0,0.007917232
2252.0,2252.0,2.4202862E-14
2253.0,2253.0,0.038540423
2254.0,2254.0,2.7993608E-6
2255.0,2255.0,8.881784E-16
2256.0,2256.0,0.05332128
2257.0,2257.0,0.0058357394
2258.0,2258.0,5.046268E-6
2259.0,2259.0,0.084373675
2260.0,2260.0,4.1735504E-12
2261.0,2261.0,0.04924051
2262.0,2262.0,0.2122122
2263.0,2263.0,1.4031082E-5
2264.0,2264.0,1.0080825E-13
2265.0,2265.0,4.440892E-15
2266.0,2266.0,0.088429086
2267.0,2267.0,5.334113E-6
2268.0,2268.0,2.0693114E-11
2269.0,2269.0,7.663997E-9
2270.0,2270.0,0.026951706
2271.0,2271.0,0.035915114
2272.0,2272.0,1.2736479E-12
2273.0,2273.0,2.0812253E-5
2274.0,2274.0,3.2490144E-10
2275.0,2275.0,1.1530061E-5
2276.0,2276.0,0.43572444
2277.0,2277.0,0.391189
2278.0,2278.0,0.028488837
2279.0,2279.0,1.2556622E-13
2280.0,2280.0,9.325873E-15
2281.0,2281.0,0.0035690623
2282.0,2282.0,0.029899135
2283.0,2283.0,0.010233251
2284.0,2284.0,0.0011146282
2285.0,2285.0,1.5165647E-13
2286.0,2286.0,0.55919796
2287.0,2287.0,7.890466E-12
2288.0,2288.0,1.9384494E-13
2289.0,2289.0,0.014793162
2290.0,2290.0,0.011664448
2291.0,2291.0,2.3343055E-4
2292.0,2292.0,0.0044965725
2293.0,2293.0,0.40531725
2294.0,2294.0,7.594825E-8
2295.0,2295.0,0.014163729
2296.0,2296.0,3.893656E-4
2297.0,2297.0,8.881784E-15
2298.0,2298.0,1.6171166E-6
2299.0,2299.0,0.0036221866
2300.0,2300.0,1.2648627E-10
2301.0,2301.0,0.113290995
2302.0,2302.0,0.032354314
2303.0,2303.0,0.004887879
2304.0,2304.0,0.05661834
2305.0,2305.0,6.6368557E-6
2306.0,2306.0,0.006741123
2307.0,2307.0,5.8778556E-4
2308.0,2308.0,0.01675566
2309.0,2309.0,0.0077558937
2310.0,2310.0,3.528382E-5
2311.0,2311.0,1.1836951E-6
2312.0,2312.0,4.736167E-6
2313.0,2313.0,1.6220211E-4
2314.0,2314.0,0.30123425
2315.0,2315.0,0.009966444
2316.0,2316.0,0.01092386
2317.0,2317.0,0.018180832
2318.0,2318.0,9.3899166E-7
2319.0,2319.0,0.060201637
2320.0,2320.0,5.759072E-6
2321.0,2321.0,4.3651386E-4
2322.0,2322.0,1.0504486E-11
2323.0,2323.0,2.0614777E-9
2324.0,2324.0,0.040850397
2325.0,2325.0,0.15978438
2326.0,2326.0,0.24151644
2327.0,2327.0,3.6364067E-8
2328.0,2328.0,1.5099033E-14
2329.0,2329.0,3.719006E-6
2330.0,2330.0,2.8310687E-14
2331.0,2331.0,0.0071620806
2332.0,2332.0,0.03972981
2333.0,2333.0,0.010892929
2334.0,2334.0,1.9984014E-15
2335.0,2335.0,2.0428104E-14
2336.0,2336.0,0.001189041
2337.0,2337.0,0.063649684
2338.0,2338.0,0.75102293
2339.0,2339.0,3.2605185E-5
2340.0,2340.0,0.005350732
2341.0,2341.0,0.86752313
2342.0,2342.0,0.018189497
2343.0,2343.0,2.6033287E-11
2344.0,2344.0,0.075853296
2345.0,2345.0,1.9084734E-13
2346.0,2346.0,0.0
2347.0,2347.0,0.00789371
2348.0,2348.0,0.3502275
2349.0,2349.0,0.09235164
2350.0,2350.0,9.991338E-8
2351.0,2351.0,0.014920429
2352.0,2352.0,0.09471315
2353.0,2353.0,6.317169E-14
2354.0,2354.0,0.14812964
2355.0,2355.0,3.5934145E-11
2356.0,2356.0,3.922027E-5
2357.0,2357.0,5.94869E-6
2358.0,2358.0,2.1094237E-15
2359.0,2359.0,0.117926784
2360.0,2360.0,0.026113454
2361.0,2361.0,0.008410937
2362.0,2362.0,4.3201106E-4
2363.0,2363.0,0.13345495
2364.0,2364.0,5.0348614E-12
2365.0,2365.0,0.11468182
2366.0,2366.0,5.424046E-4
2367.0,2367.0,0.009874783
2368.0,2368.0,0.0071638664
2369.0,2369.0,0.0072707846
2370.0,2370.0,1.3880835E-8
2371.0,2371.0,0.0
2372.0,2372.0,0.7155754
2373.0,2373.0,0.0
2374.0,2374.0,1.1268764E-13
2375.0,2375.0,0.10799666
2376.0,2376.0,0.1368425
2377.0,2377.0,6.1342203E-6
2378.0,2378.0,0.07407859
2379.0,2379.0,2.5757174E-13
2380.0,2380.0,2.6864308E-4
2381.0,2381.0,0.005919375
2382.0,2382.0,0.32833034
2383.0,2383.0,0.17286915
2384.0,2384.0,1.5136115E-7
2385.0,2385.0,0.06735361
2386.0,2386.0,0.30251822
2387.0,2387.0,0.0
2388.0,2388.0,6.945555E-13
2389.0,2389.0,6.206147E-14
2390.0,2390.0,0.051047787
2391.0,2391.0,0.004115166
2392.0,2392.0,0.05081067
2393.0,2393.0,0.26665276
2394.0,2394.0,0.08252798
2395.0,2395.0,0.041878898
2396.0,2396.0,0.019520562
2397.0,2397.0,0.050992504
2398.0,2398.0,3.359192E-4
2399.0,2399.0,0.0073835324
2400.0,2400.0,0.015719652
2401.0,2401.0,0.0011377024
2402.0,2402.0,4.428655E-9
2403.0,2403.0,0.084066495
2404.0,2404.0,4.4309E-13
2405.0,2405.0,3.7396443E-5
2406.0,2406.0,4.9989467E-4
2407.0,2407.0,1.0157447E-4
2408.0,2408.0,3.0040894E-8
2409.0,2409.0,0.055641517
2410.0,2410.0,0.024890555
2411.0,2411.0,0.012503074
2412.0,2412.0,0.0
2413.0,2413.0,8.7796035E-4
2414.0,2414.0,0.012787185
2415.0,2415.0,0.24860048
2416.0,2416.0,3.716394E-11
2417.0,2417.0,2.5475747E-6
2418.0,2418.0,0.0267885
2419.0,2419.0,0.08380295
2420.0,2420.0,0.8362666
2421.0,2421.0,2.1241795E-9
2422.0,2422.0,2.5856869E-5
2423.0,2423.0,0.9703451
2424.0,2424.0,1.9984014E-15
2425.0,2425.0,7.178158E-5
2426.0,2426.0,1.56063E-5
2427.0,2427.0,0.3714542
2428.0,2428.0,2.3853985E-5
2429.0,2429.0,0.0017885733
2430.0,2430.0,0.022030883
2431.0,2431.0,0.72852254
2432.0,2432.0,0.04936161
2433.0,2433.0,0.051852766
2434.0,2434.0,1.110223E-16
2435.0,2435.0,3.8237177E-4
2436.0,2436.0,0.01330845
2437.0,2437.0,0.17090788
2438.0,2438.0,0.1063277
2439.0,2439.0,2.3980817E-14
2440.0,2440.0,1.04478015E-4
2441.0,2441.0,2.2239858E-5
2442.0,2442.0,2.3438929E-10
2443.0,2443.0,3.6948777E-11
2444.0,2444.0,1.1879386E-14
2445.0,2445.0,0.028650448
2446.0,2446.0,0.0
2447.0,2447.0,0.034095906
2448.0,2448.0,0.028163588
2449.0,2449.0,8.527512E-12
2450.0,2450.0,9.170714E-6
2451.0,2451.0,0.005070971
2452.0,2452.0,3.330669E-16
2453.0,2453.0,0.0029304822
2454.0,2454.0,5.0057446E-5
2455.0,2455.0,0.82727456
2456.0,2456.0,0.035200596
2457.0,2457.0,0.057657916
2458.0,2458.0,0.027187126
2459.0,2459.0,0.006837208
2460.0,2460.0,8.636218E-6
2461.0,2461.0,0.020492094
2462.0,2462.0,0.001807322
2463.0,2463.0,5.2328375E-7
2464.0,2464.0,0.022760235
2465.0,2465.0,0.873417
2466.0,2466.0,0.018015327
2467.0,2467.0,0.13287774
2468.0,2468.0,1.1473433E-4
2469.0,2469.0,0.02199927
2470.0,2470.0,0.022920346
2471.0,2471.0,0.005525675
2472.0,2472.0,0.0021499884
2473.0,2473.0,6.40088E-12
2474.0,2474.0,0.027317394
2475.0,2475.0,0.27968654
2476.0,2476.0,0.04828696
2477.0,2477.0,0.0010339306
2478.0,2478.0,4.716965E-9
2479.0,2479.0,0.053150825
2480.0,2480.0,2.220446E-16
2481.0,2481.0,5.343348E-11
2482.0,2482.0,0.009766621
2483.0,2483.0,1.2684117E-7
2484.0,2484.0,0.025199076
2485.0,2485.0,0.060078144
2486.0,2486.0,3.6804173E-7
2487.0,2487.0,2.1242819E-5
2488.0,2488.0,1.4758444E-5
2489.0,2489.0,1.8374191E-13
2490.0,2490.0,2.299272E-13
2491.0,2491.0,0.0037569338
2492.0,2492.0,0.0035778855
2493.0,2493.0,0.010657716
2494.0,2494.0,3.8236156E-8
2495.0,2495.0,6.981335E-4
2496.0,2496.0,2.6989522E-13
2497.0,2497.0,0.14626315
2498.0,2498.0,0.0012150884
2499.0,2499.0,0.021535395
2500.0,2500.0,7.0070485E-8
2501.0,2501.0,0.0040024435
2502.0,2502.0,0.41948023
2503.0,2503.0,8.7765636E-7
2504.0,2504.0,0.011223978
2505.0,2505.0,0.0218397
2506.0,2506.0,0.027270632
2507.0,2507.0,0.008626647
2508.0,2508.0,1.08401555E-5
2509.0,2509.0,0.006830838
2510.0,2510.0,1.7763568E-15
2511.0,2511.0,4.6694537E-11
2512.0,2512.0,0.0028093646
2513.0,2513.0,0.012685644
2514.0,2514.0,0.11517187
2515.0,2515.0,0.026114399
2516.0,2516.0,0.0012982924
2517.0,2517.0,1.4884534E-4
2518.0,2518.0,2.6810998E-11
2519.0,2519.0,5.551115E-16
2520.0,2520.0,4.664228E-5
2521.0,2521.0,0.023840647
2522.0,2522.0,2.9829337E-4
2523.0,2523.0,7.003024E-6
2524.0,2524.0,0.0065015187
2525.0,2525.0,0.0015957558
2526.0,2526.0,3.2343072E-4
2527.0,2527.0,5.2757926E-8
2528.0,2528.0,2.6072573E-6
2529.0,2529.0,0.09616284
2530.0,2530.0,0.010168162
2531.0,2531.0,1.0658141E-14
2532.0,2532.0,0.0057860715
2533.0,2533.0,0.050801687
2534.0,2534.0,0.050686084
2535.0,2535.0,0.011531393
2536.0,2536.0,0.053901494
2537.0,2537.0,1.4321877E-14
2538.0,2538.0,1.2957734E-6
2539.0,2539.0,0.028779691
2540.0,2540.0,0.86086863
2541.0,2541.0,7.5495166E-15
2542.0,2542.0,5.9692255E-8
2543.0,2543.0,2.2438026E-5
2544.0,2544.0,0.0010659558
2545.0,2545.0,0.42410517
2546.0,2546.0,0.04975463
2547.0,2547.0,0.087147176
2548.0,2548.0,0.07517243
2549.0,2549.0,1.5199882E-6
2550.0,2550.0,6.1950445E-14
2551.0,2551.0,0.043446694
2552.0,2552.0,5.5965046E-7
2553.0,2553.0,0.0012562555
2554.0,2554.0,1.2961028E-6
2555.0,2555.0,0.0030881234
2556.0,2556.0,0.05469802
2557.0,2557.0,1.7339658E-4
2558.0,2558.0,2.4142397E-4
2559.0,2559.0,2.0475932E-10
2560.0,2560.0,0.05383871
2561.0,2561.0,3.4277496E-6
2562.0,2562.0,4.7943405E-7
2563.0,2563.0,7.32403E-12
2564.0,2564.0,0.0792108
2565.0,2565.0,2.220446E-15
2566.0,2566.0,2.066125E-13
2567.0,2567.0,1.4828908E-4
2568.0,2568.0,0.50940216
2569.0,2569.0,0.0
2570.0,2570.0,0.027688736
2571.0,2571.0,6.272538E-12
2572.0,2572.0,1.4876989E-14
2573.0,2573.0,0.0039209086
2574.0,2574.0,0.027790627
2575.0,2575.0,0.015672658
2576.0,2576.0,4.0845105E-12
2577.0,2577.0,0.1314371
2578.0,2578.0,0.02246752
2579.0,2579.0,0.028375698
2580.0,2580.0,0.039399453
2581.0,2581.0,0.012059618
2582.0,2582.0,0.082594275
2583.0,2583.0,0.0010543615
2584.0,2584.0,0.1373249
2585.0,2585.0,8.352651E-4
2586.0,2586.0,0.034925688
2587.0,2587.0,0.23250844
2588.0,2588.0,7.519158E-5
2589.0,2589.0,0.030417947
2590.0,2590.0,1.347718E-4
2591.0,2591.0,6.7434947E-13
2592.0,2592.0,3.1298583E-7
2593.0,2593.0,1.3822277E-13
2594.0,2594.0,0.0155898
2595.0,2595.0,0.0015532022
2596.0,2596.0,0.4003389
2597.0,2597.0,1.526097E-5
2598.0,2598.0,0.019018866
2599.0,2599.0,0.30351144
2600.0,2600.0,6.1192162E-12
2601.0,2601.0,0.059846178
2602.0,2602.0,0.00834111
2603.0,2603.0,3.0888405E-5
2604.0,2604.0,0.04823601
2605.0,2605.0,2.7739563E-7
2606.0,2606.0,0.006297431
2607.0,2607.0,2.1094237E-15
2608.0,2608.0,7.771561E-16
2609.0,2609.0,2.3203661E-14
2610.0,2610.0,2.2026825E-13
2611.0,2611.0,0.02406861
2612.0,2612.0,0.20515688
2613.0,2613.0,0.0029299865
2614.0,2614.0,0.08925987
2615.0,2615.0,0.2982619
2616.0,2616.0,0.036883146
2617.0,2617.0,0.23026577
2618.0,2618.0,0.009602224
2619.0,2619.0,4.435783E-6
2620.0,2620.0,5.1203486E-13
2621.0,2621.0,1.6613797E-8
2622.0,2622.0,2.129371E-9
2623.0,2623.0,9.536816E-14
2624.0,2624.0,2.7563193E-4
2625.0,2625.0,0.020847755
2626.0,2626.0,3.959255E-11
2627.0,2627.0,0.036389373
2628.0,2628.0,0.6517687
2629.0,2629.0,4.440892E-16
2630.0,2630.0,3.7747583E-15
2631.0,2631.0,0.059214834
2632.0,2632.0,5.7940825E-4
2633.0,2633.0,0.9273901
2634.0,2634.0,0.5577141
2635.0,2635.0,0.76304823
2636.0,2636.0,6.925673E-4
2637.0,2637.0,0.07580183
2638.0,2638.0,0.4823483
2639.0,2639.0,9.2686225E-10
2640.0,2640.0,0.0012327608
2641.0,2641.0,3.0416602E-6
2642.0,2642.0,0.19967556
