"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","sex","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","isInCluster","datasetName","recordedBy","identifiedBy","dnaSequenceID","geodeticDatum","class","countryCode","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","dynamicProperties","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","http://unknown.org/captive_cultivated","catalogNumber","institutionCode","vitality","eventTime","identificationID","coordinateUncertaintyInMeters","occurrenceRemarks","informationWithheld","networkKeys","projectId","organismQuantity","organismQuantityType","sampleSizeUnit","sampleSizeValue","samplingProtocol","eventID","habitat","locationID","samplingEffort","parentEventID","individualCount","vernacularName","locality","identificationVerificationStatus","eventType","identificationRemarks","organismName","higherClassification","dataGeneralizations","organismRemarks","georeferencedBy","georeferenceProtocol","associatedReferences","language","type","institutionKey","higherGeography","collectionKey","datasetID","preparations","recordNumber","georeferencedDate","fieldNumber","locationRemarks","organismID","accessRights","collectionID","georeferenceSources","otherCatalogNumbers","institutionID","georeferenceRemarks","municipality","county","elevation","footprintWKT","verbatimIdentification","footprintSRS","taxonConceptID","bibliographicCitation","name","eventRemarks","coordinatePrecision","nomenclaturalCode","georeferenceVerificationStatus","verbatimCoordinateSystem","higherGeographyID","disposition","ownerInstitutionCode"
"4111631177","Capra sibirica (Pallas, 1776)",43.427929,87.165441,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:49:49.887+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2023-05-04T13:47:42","ASIA","Xinjiang Uygur",2023,4,3,"2023-04-03",93,93,"2023-10-19T17:32:09.000+00:00","2025-11-04T14:49:49.887+00:00","https://www.inaturalist.org/observations/159651803","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","武亦乾 Yiqian Wu","武亦乾 Yiqian Wu","list()","WGS84","Mammalia","CN","ASIA","China","NORTH_AMERICA","武亦乾 Yiqian Wu","159651803","yiqianwu","2023-04-03",NA,"Observations","4111631177","新疆维吾尔自治区乌鲁木齐市乌鲁木齐县甘沟乡白杨沟南山南滑雪场白杨沟风景区-南山牧场","https://www.inaturalist.org/observations/159651803","42351","wild","159651803","iNaturalist",NA,NA,"358930494",93,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4889675935","Capra sibirica (Pallas, 1776)",43.037445,76.995618,"","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","a0e05292-3d09-4eae-9f83-02ae3516283c","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","NL","DWC_ARCHIVE","2025-10-29T12:51:21.478+00:00","2025-11-04T14:41:03.587+00:00",170,"HUMAN_OBSERVATION","PRESENT",NA,"Unknown",2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT",NA,"ASIA","Almaty",2023,4,30,"2023-04-30",120,120,"2024-05-16T14:40:00.000+00:00","2025-11-04T14:41:03.587+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,NA,"User 126797",NA,"list()","WGS84","Mammalia","KZ","EUROPE","Kazakhstan","EUROPE","Stichting Observation International","269801342",NA,NA,NA,NA,"4889675935",NA,"https://observation.org/observation/269801342",NA,NA,NA,NA,NA,"12:44",NA,45,NA,NA,"NULL",NA,NA,NA,NA,NA,"unknown",NA,"unknown",NA,NA,NA,20,"Siberian Ibex","Karasayskiy","Approved | Expert | Evidence","Observation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4112179553","Capra sibirica (Pallas, 1776)",42.580334,74.466035,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:51:52.110+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2023-05-06T15:52:24","ASIA","Chüy",2023,5,6,"2023-05-06T12:55",126,126,"2024-06-18T05:46:26.000+00:00","2025-11-04T14:51:52.110+00:00","https://www.inaturalist.org/observations/160094944","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Griha Hasanov","Griha Hasanov","list()","WGS84","Mammalia","KG","EUROPE","Kyrgyzstan","NORTH_AMERICA","Griha Hasanov","160094944","grishahasanov","2023/05/06 12:55",NA,"Observations","4112179553","Аламудунский, Кыргызстан","https://www.inaturalist.org/observations/160094944","42351","wild","160094944","iNaturalist",NA,"12:55:00+06:00","359887569",31,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4120937739","Capra sibirica (Pallas, 1776)",32.364279,78.117978,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:51:31.183+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2023-05-17T04:14:14","ASIA","Himachal Pradesh",2023,5,15,"2023-05-15T10:22:45",135,135,"2023-06-13T15:26:09.000+00:00","2025-11-04T14:51:31.183+00:00","https://www.inaturalist.org/observations/162087181","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","aary","aary","list()","WGS84","Mammalia","IN","ASIA","India","NORTH_AMERICA","aary","162087181","aary","2023-05-15 10:22:45+05:30",NA,"Observations","4120937739","Lahul & Spiti, IN-HP, IN","https://www.inaturalist.org/observations/162087181","42351","wild","162087181","iNaturalist",NA,"10:22:45+05:30","364070998",29120,NA,"Coordinate uncertainty increased to 29120m at the request of the observer","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4121034487","Capra sibirica (Pallas, 1776)",42.549605,74.513781,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:46:57.201+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2023-05-19T11:14:31","ASIA","Chüy",2023,5,1,"2023-05-01T11:23",121,121,"2024-11-17T09:38:59.000+00:00","2025-11-04T14:46:57.201+00:00","https://www.inaturalist.org/observations/162455606","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Petr Demenev","Petr Demenev","list()","WGS84","Mammalia","KG","EUROPE","Kyrgyzstan","NORTH_AMERICA","Petr Demenev","162455606","petr-stb","2023/05/01 11:23",NA,"Observations","4121034487","Аламудунский, Кыргызстан","https://www.inaturalist.org/observations/162455606","42351","wild","162455606","iNaturalist",NA,"11:23:00+06:00","364833759",15,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4158139574","Capra sibirica (Pallas, 1776)",43.520522,104.07245,"","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","a0e05292-3d09-4eae-9f83-02ae3516283c","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","NL","DWC_ARCHIVE","2025-10-29T12:51:21.478+00:00","2025-11-04T14:40:30.265+00:00",170,"HUMAN_OBSERVATION","PRESENT",NA,"Unknown",2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT",NA,"ASIA","Ömnögovi",2023,5,19,"2023-05-19",139,139,"2023-07-01T10:21:00.000+00:00","2025-11-04T14:40:30.265+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,NA,"User 5854",NA,"list()","WGS84","Mammalia","MN","ASIA","Mongolia","EUROPE","Stichting Observation International","276431391",NA,NA,NA,NA,"4158139574",NA,"https://observation.org/observation/276431391",NA,NA,NA,NA,NA,"10:20",NA,6,NA,NA,"NULL",NA,NA,NA,NA,NA,"unknown",NA,"unknown",NA,NA,NA,27,"Siberian Ibex","Yolin Am - Zuun Saikhanii Nuruu","Approved | Expert | Evidence","Observation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4409244813","Capra sibirica (Pallas, 1776)",43.518678,104.069847,"","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","a0e05292-3d09-4eae-9f83-02ae3516283c","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","NL","DWC_ARCHIVE","2025-10-29T12:51:21.478+00:00","2025-11-04T14:37:47.229+00:00",170,"HUMAN_OBSERVATION","PRESENT",NA,"Unknown",2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT",NA,"ASIA","Ömnögovi",2023,5,19,"2023-05-19",139,139,"2023-08-21T19:53:00.000+00:00","2025-11-04T14:37:47.229+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,NA,"User 56245",NA,"list()","WGS84","Mammalia","MN","ASIA","Mongolia","EUROPE","Stichting Observation International","285284506",NA,NA,NA,NA,"4409244813",NA,"https://observation.org/observation/285284506",NA,NA,NA,NA,NA,"09:30",NA,10,NA,NA,"NULL",NA,NA,NA,NA,NA,"unknown",NA,"unknown",NA,NA,NA,25,"Siberian Ibex","Yolin Am - Zuun Saikhanii Nuruu","Approved | Automated","Observation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4889733085","Capra sibirica (Pallas, 1776)",43.518678,104.069847,"","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","a0e05292-3d09-4eae-9f83-02ae3516283c","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","NL","DWC_ARCHIVE","2025-10-29T12:51:21.478+00:00","2025-11-04T14:40:12.713+00:00",170,"HUMAN_OBSERVATION","PRESENT",NA,"Unknown",2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT",NA,"ASIA","Ömnögovi",2023,5,19,"2023-05-19",139,139,"2024-01-05T19:34:00.000+00:00","2025-11-04T14:40:12.713+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,NA,"User 84591",NA,"list()","WGS84","Mammalia","MN","ASIA","Mongolia","EUROPE","Stichting Observation International","287531406",NA,NA,NA,NA,"4889733085",NA,"https://observation.org/observation/287531406",NA,NA,NA,NA,NA,"09:30",NA,10,NA,NA,"NULL",NA,NA,NA,NA,NA,"unknown",NA,"unknown",NA,NA,NA,25,"Siberian Ibex","Yolin Am - Zuun Saikhanii Nuruu","Approved | Expert","Observation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4890961899","Capra sibirica (Pallas, 1776)",43.666084,102.933929,"","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","a0e05292-3d09-4eae-9f83-02ae3516283c","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","NL","DWC_ARCHIVE","2025-10-29T12:51:21.478+00:00","2025-11-04T14:40:28.780+00:00",170,"HUMAN_OBSERVATION","PRESENT",NA,"Unknown",2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT",NA,"ASIA","Ömnögovi",2023,5,25,"2023-05-25",145,145,"2024-02-24T19:22:00.000+00:00","2025-11-04T14:40:28.780+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,NA,"User 194700",NA,"list()","WGS84","Mammalia","MN","ASIA","Mongolia","EUROPE","Stichting Observation International","299415995",NA,NA,NA,NA,"4890961899",NA,"https://observation.org/observation/299415995",NA,NA,NA,NA,NA,"11:20",NA,1000,NA,NA,"NULL",NA,NA,NA,NA,NA,"unknown",NA,"unknown",NA,NA,NA,6,"Siberian Ibex","Ömnögovi","Approved | Expert | Evidence","Observation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4901416504","Capra sibirica (Pallas, 1776)",43.071033,76.998317,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:48:15.943+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2024-06-21T15:57:50","ASIA","Almaty",2023,5,9,"2023-05-09T17:58",129,129,"2025-02-17T10:32:02.000+00:00","2025-11-04T14:48:15.943+00:00","https://www.inaturalist.org/observations/224205461","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Grigory Evtukh","Grigory Evtukh","list()","WGS84","Mammalia","KZ","EUROPE","Kazakhstan","NORTH_AMERICA","Grigory Evtukh","224205461","grisha59599","2023/05/09 17:58",NA,"Observations","4901416504","Медеуский район, Алматы, Казахстан","https://www.inaturalist.org/observations/224205461","42351","wild","224205461","iNaturalist",NA,"17:58:00+06:00","503955490",24,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4901469748","Capra sibirica (Pallas, 1776)",43.070631,76.999216,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:50:07.318+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2024-06-21T15:57:48","ASIA","Almaty",2023,5,9,"2023-05-09T16:14",129,129,"2024-10-03T14:08:52.000+00:00","2025-11-04T14:50:07.318+00:00","https://www.inaturalist.org/observations/224205448","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Grigory Evtukh","Grigory Evtukh","list()","WGS84","Mammalia","KZ","EUROPE","Kazakhstan","NORTH_AMERICA","Grigory Evtukh","224205448","grisha59599","2023/05/09 16:14",NA,"Observations","4901469748","Медеуский район, Алматы, Казахстан","https://www.inaturalist.org/observations/224205448","42351","wild","224205448","iNaturalist",NA,"16:14:00+06:00","503955465",134,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4901796147","Capra sibirica (Pallas, 1776)",43.071355,76.998096,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:49:15.044+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2024-06-21T15:57:49","ASIA","Almaty",2023,5,9,"2023-05-09T16:22",129,129,"2025-02-17T10:32:27.000+00:00","2025-11-04T14:49:15.044+00:00","https://www.inaturalist.org/observations/224205452","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Grigory Evtukh","Grigory Evtukh","list()","WGS84","Mammalia","KZ","EUROPE","Kazakhstan","NORTH_AMERICA","Grigory Evtukh","224205452","grisha59599","2023/05/09 16:22",NA,"Observations","4901796147","Медеуский район, Алматы, Казахстан","https://www.inaturalist.org/observations/224205452","42351","wild","224205452","iNaturalist",NA,"16:22:00+06:00","503955477",67,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4902115324","Capra sibirica (Pallas, 1776)",43.070568,76.998355,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:48:59.146+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2024-06-21T15:57:50","ASIA","Almaty",2023,5,9,"2023-05-09T17:58",129,129,"2025-02-17T10:32:31.000+00:00","2025-11-04T14:48:59.146+00:00","https://www.inaturalist.org/observations/224205459","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Grigory Evtukh","Grigory Evtukh","list()","WGS84","Mammalia","KZ","EUROPE","Kazakhstan","NORTH_AMERICA","Grigory Evtukh","224205459","grisha59599","2023/05/09 17:58",NA,"Observations","4902115324","Медеуский район, Алматы, Казахстан","https://www.inaturalist.org/observations/224205459","42351","wild","224205459","iNaturalist",NA,"17:58:00+06:00","503955488",31,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"5206491364","Capra sibirica (Pallas, 1776)",32.270364,78.027037,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:47:52.735+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2023-07-26T05:01:25","ASIA","Himachal Pradesh",2023,5,23,"2023-05-23T17:28",143,143,"2025-06-26T07:03:59.000+00:00","2025-11-04T14:47:52.735+00:00","https://www.inaturalist.org/observations/174987768","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Sidharth Srinivasan","Sidharth Srinivasan","list()","WGS84","Mammalia","IN","ASIA","India","NORTH_AMERICA","Sidharth Srinivasan","174987768","sid9611","2023/05/23 5:28 PM",NA,"Observations","5206491364","Dhar Lama Chung Chung, Himachal Pradesh 172114, India","https://www.inaturalist.org/observations/174987768","42351","wild","174987768","iNaturalist",NA,"17:28:00+05:30","390079734",8031,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
"4129761787","Capra sibirica (Pallas, 1776)",32.331764,78.006747,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-11-01T13:51:18.958+00:00","2025-11-04T14:49:11.293+00:00",565,"HUMAN_OBSERVATION","PRESENT",NA,NA,2441052,1,44,359,731,9614,2441047,2441052,2441052,"Capra sibirica (Pallas, 1776)","Animalia","Chordata","Artiodactyla","Bovidae","Capra","Capra sibirica","Capra","sibirica","SPECIES","ACCEPTED","NT","2023-06-05T16:17:36","ASIA","Himachal Pradesh",2023,6,5,"2023-06-05T18:26:17",156,156,"2023-06-13T15:26:07.000+00:00","2025-11-04T14:49:11.293+00:00","https://www.inaturalist.org/observations/165739692","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Herman Ramesh","Herman Ramesh","list()","WGS84","Mammalia","IN","ASIA","India","NORTH_AMERICA","Herman Ramesh","165739692","herman8","2023-06-05 18:26:17",NA,"Observations","4129761787","82J4+VRR, Kibber, Himachal Pradesh 172114, India","https://www.inaturalist.org/observations/165739692","42351","wild","165739692","iNaturalist",NA,"18:26:17+05:30","371341267",NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capra sibirica (Pallas, 1776)",NA,NA,NA,NA,NA,NA,NA,NA
