variable,x,y
bio1,-21.15704994201665,2.1079399448353797E-4
bio1,-21.050200741577196,2.1079399448353797E-4
bio1,-20.94335154113774,2.1079399448353797E-4
bio1,-20.83650234069829,2.1079399448353797E-4
bio1,-20.729653140258836,2.1079399448353797E-4
bio1,-20.622803939819384,2.1079399448353797E-4
bio1,-20.51595473937993,2.1079399448353797E-4
bio1,-20.409105538940477,2.1079399448353797E-4
bio1,-20.302256338501024,2.1079399448353797E-4
bio1,-20.19540713806157,2.1079399448353797E-4
bio1,-20.088557937622117,2.1079399448353797E-4
bio1,-19.981708737182664,2.1079399448353797E-4
bio1,-19.87485953674321,2.1079399448353797E-4
bio1,-19.768010336303757,2.1079399448353797E-4
bio1,-19.661161135864305,2.1079399448353797E-4
bio1,-19.55431193542485,2.1079399448353797E-4
bio1,-19.447462734985397,2.1079399448353797E-4
bio1,-19.340613534545945,2.1079399448353797E-4
bio1,-19.233764334106493,2.1079399448353797E-4
bio1,-19.126915133667037,2.1079399448353797E-4
bio1,-19.020065933227585,2.1079399448353797E-4
bio1,-18.913216732788133,2.1079399448353797E-4
bio1,-18.806367532348677,2.1079399448353797E-4
bio1,-18.699518331909225,2.1079399448353797E-4
bio1,-18.592669131469773,2.1079399448353797E-4
bio1,-18.485819931030317,2.1079399448353797E-4
bio1,-18.378970730590865,2.1079399448353797E-4
bio1,-18.272121530151413,2.1079399448353797E-4
bio1,-18.16527232971196,2.1079399448353797E-4
bio1,-18.058423129272505,2.1079399448353797E-4
bio1,-17.951573928833053,2.1079399448353797E-4
bio1,-17.8447247283936,2.1079399448353797E-4
bio1,-17.737875527954145,2.1079399448353797E-4
bio1,-17.631026327514693,2.1079399448353797E-4
bio1,-17.52417712707524,2.1079399448353797E-4
bio1,-17.417327926635785,2.1079399448353797E-4
bio1,-17.310478726196333,2.1079399448353797E-4
bio1,-17.20362952575688,2.1079399448353797E-4
bio1,-17.096780325317425,2.1079399448353797E-4
bio1,-16.989931124877973,2.1079399448353797E-4
bio1,-16.88308192443852,2.1079399448353797E-4
bio1,-16.776232723999065,2.1079399448353797E-4
bio1,-16.669383523559613,2.189554215874523E-4
bio1,-16.56253432312016,2.452659828122705E-4
bio1,-16.45568512268071,2.745372476056218E-4
bio1,-16.348835922241253,3.0707725090906024E-4
bio1,-16.2419867218018,3.43222200172022E-4
bio1,-16.13513752136235,3.8334180135279894E-4
bio1,-16.028288320922893,4.2783774551935494E-4
bio1,-15.921439120483441,4.771485400851816E-4
bio1,-15.81458992004399,5.317535833455622E-4
bio1,-15.707740719604535,5.921730771660805E-4
bio1,-15.600891519165081,6.589750410057604E-4
bio1,-15.49404231872563,7.327745552174747E-4
bio1,-15.387193118286177,8.142421720549464E-4
bio1,-15.280343917846723,9.041024604812264E-4
bio1,-15.17349471740727,0.0010031437268480659
bio1,-15.066645516967817,0.001112216035835445
bio1,-14.959796316528363,0.0012322425609454513
bio1,-14.85294711608891,0.001364216674119234
bio1,-14.746097915649457,0.001509214867837727
bio1,-14.639248715210003,0.0016683932626619935
bio1,-14.53239951477055,0.0018430020427331328
bio1,-14.425550314331097,0.0020343807991594076
bio1,-14.318701113891644,0.0022439758758991957
bio1,-14.21185191345219,0.0024733322206884623
bio1,-14.105002713012738,0.0027241152711212635
bio1,-13.998153512573284,0.0029981001280248165
bio1,-13.89130431213383,0.0032971957698464394
bio1,-13.784455111694378,0.0036234320141375065
bio1,-13.677605911254926,0.003978986758738756
bio1,-13.570756710815472,0.004366170149296522
bio1,-13.463907510376018,0.004787455778568983
bio1,-13.357058309936566,0.005245459731668234
bio1,-13.250209109497112,0.005742977373301983
bio1,-13.143359909057658,0.006282956339418888
bio1,-13.036510708618206,0.006868538912385702
bio1,-12.929661508178754,0.007503029424697161
bio1,-12.8228123077393,0.008189941756427288
bio1,-12.715963107299846,0.008932958357036114
bio1,-12.609113906860394,0.009735987521708012
bio1,-12.50226470642094,0.010603109374642372
bio1,-12.395415505981486,0.011538642458617687
bio1,-12.288566305542034,0.0125470831990242
bio1,-12.18171710510258,0.013633173890411854
bio1,-12.074867904663128,0.014801833778619766
bio1,-11.968018704223674,0.016058238223195076
bio1,-11.86116950378422,0.01740773394703865
bio1,-11.754320303344768,0.018855921924114227
bio1,-11.647471102905314,0.020408572629094124
bio1,-11.54062190246586,0.022071709856390953
bio1,-11.433772702026408,0.02385149896144867
bio1,-11.326923501586954,0.02575436420738697
bio1,-11.2200743011475,0.027786847203969955
bio1,-11.113225100708048,0.029955727979540825
bio1,-11.006375900268594,0.03226787596940994
bio1,-10.89952669982914,0.03473038598895073
bio1,-10.792677499389688,0.03735038638114929
bio1,-10.685828298950234,0.0401352159678936
bio1,-10.578979098510782,0.043092191219329834
bio1,-10.472129898071328,0.0462287999689579
bio1,-10.365280697631874,0.04955245181918144
bio1,-10.258431497192422,0.05307067185640335
bio1,-10.151582296752968,0.05679084360599518
bio1,-10.044733096313514,0.06072041019797325
bio1,-9.937883895874062,0.0648665800690651
bio1,-9.831034695434608,0.06923656910657883
bio1,-9.724185494995154,0.07383725792169571
bio1,-9.617336294555704,0.07867545634508133
bio1,-9.51048709411625,0.08375754207372665
bio1,-9.403637893676798,0.08908975124359131
bio1,-9.296788693237344,0.09467775374650955
bio1,-9.18993949279789,0.10052700340747833
bio1,-9.083090292358438,0.10664233565330505
bio1,-8.976241091918984,0.11302804946899414
bio1,-8.86939189147953,0.11968803405761719
bio1,-8.762542691040078,0.12662532925605774
bio1,-8.655693490600624,0.13384252786636353
bio1,-8.54884429016117,0.14134125411510468
bio1,-8.441995089721718,0.14912259578704834
bio1,-8.335145889282265,0.1571865677833557
bio1,-8.22829668884281,0.16553260385990143
bio1,-8.121447488403359,0.17415888607501984
bio1,-8.014598287963905,0.1830630600452423
bio1,-7.9077490875244525,0.1922413855791092
bio1,-7.800899887084999,0.2016894668340683
bio1,-7.694050686645545,0.21140174567699432
bio1,-7.587201486206093,0.2213716208934784
bio1,-7.480352285766639,0.23159150779247284
bio1,-7.373503085327185,0.24205279350280762
bio1,-7.266653884887733,0.2527458071708679
bio1,-7.159804684448279,0.26365986466407776
bio1,-7.052955484008825,0.2747834026813507
bio1,-6.946106283569373,0.2861037850379944
bio1,-6.839257083129919,0.29760754108428955
bio1,-6.732407882690467,0.30928030610084534
bio1,-6.625558682251013,0.3211069107055664
bio1,-6.518709481811559,0.3330715000629425
bio1,-6.411860281372109,0.3451574742794037
bio1,-6.305011080932655,0.357347697019577
bio1,-6.198161880493201,0.36962446570396423
bio1,-6.091312680053749,0.3819696605205536
bio1,-5.984463479614295,0.3943648636341095
bio1,-5.877614279174841,0.4067913591861725
bio1,-5.770765078735389,0.41923031210899353
bio1,-5.663915878295935,0.43166282773017883
bio1,-5.557066677856481,0.44407007098197937
bio1,-5.450217477417029,0.4564332067966461
bio1,-5.343368276977575,0.4687338173389435
bio1,-5.236519076538123,0.48095372319221497
bio1,-5.129669876098667,0.4930751323699951
bio1,-5.022820675659215,0.5050808191299438
bio1,-4.915971475219763,0.5169540047645569
bio1,-4.809122274780307,0.5286787152290344
bio1,-4.702273074340859,0.5402395129203796
bio1,-4.595423873901403,0.5516217947006226
bio1,-4.488574673461951,0.5628117918968201
bio1,-4.381725473022495,0.5737965703010559
bio1,-4.274876272583043,0.5845640897750854
bio1,-4.168027072143591,0.5951032042503357
bio1,-4.061177871704139,0.6054036617279053
bio1,-3.9543286712646832,0.6154561638832092
bio1,-3.847479470825231,0.6252524256706238
bio1,-3.7406302703857754,0.6347851157188416
bio1,-3.6337810699463233,0.6440476179122925
bio1,-3.526931869506871,0.6530343890190125
bio1,-3.420082669067419,0.661740779876709
bio1,-3.3132334686279634,0.6701627969741821
bio1,-3.2063842681885113,0.6782974600791931
bio1,-3.0995350677490556,0.6861424446105957
bio1,-2.992685867309607,0.6936962008476257
bio1,-2.8858366668701514,0.7009577751159668
bio1,-2.7789874664306993,0.7079269289970398
bio1,-2.6721382659912436,0.714603841304779
bio1,-2.5652890655517915,0.7209894061088562
bio1,-2.458439865112336,0.7270848751068115
bio1,-2.3515906646728872,0.7328919172286987
bio1,-2.2447414642334316,0.7384124994277954
bio1,-2.1378922637939795,0.7436489462852478
