variable,x,y
bio12,-615.3,0.8006540536880493
bio12,-600.2447999999999,0.8006540536880493
bio12,-585.1895999999999,0.8006540536880493
bio12,-570.1343999999999,0.8006540536880493
bio12,-555.0791999999999,0.8006540536880493
bio12,-540.024,0.8006540536880493
bio12,-524.9688,0.8006540536880493
bio12,-509.9136,0.8006540536880493
bio12,-494.85839999999996,0.8006540536880493
bio12,-479.80319999999995,0.8006540536880493
bio12,-464.74799999999993,0.8006540536880493
bio12,-449.6927999999999,0.8006540536880493
bio12,-434.6375999999999,0.8006540536880493
bio12,-419.58239999999995,0.8006540536880493
bio12,-404.52719999999994,0.8006540536880493
bio12,-389.472,0.8006540536880493
bio12,-374.41679999999997,0.8006540536880493
bio12,-359.36159999999995,0.8006540536880493
bio12,-344.30639999999994,0.8006540536880493
bio12,-329.2512,0.8006540536880493
bio12,-314.19599999999997,0.8006540536880493
bio12,-299.14079999999996,0.8006540536880493
bio12,-284.08559999999994,0.8006540536880493
bio12,-269.03039999999993,0.8006540536880493
bio12,-253.97519999999992,0.8006540536880493
bio12,-238.91999999999996,0.8006540536880493
bio12,-223.86479999999995,0.8006540536880493
bio12,-208.80959999999993,0.8006540536880493
bio12,-193.75439999999992,0.8006540536880493
bio12,-178.6991999999999,0.8006540536880493
bio12,-163.64399999999995,0.8006540536880493
bio12,-148.58879999999994,0.8006540536880493
bio12,-133.53359999999992,0.8006540536880493
bio12,-118.47839999999991,0.8006540536880493
bio12,-103.4231999999999,0.8006540536880493
bio12,-88.36799999999994,0.8006540536880493
bio12,-73.31279999999992,0.8006540536880493
bio12,-58.25759999999991,0.8006540536880493
bio12,-43.20240000000001,0.8006540536880493
bio12,-28.147199999999884,0.8006540536880493
bio12,-13.091999999999985,0.8006540536880493
bio12,1.9632000000001426,0.8006540536880493
bio12,17.018400000000042,0.8351083397865295
bio12,32.073600000000056,0.9192584753036499
bio12,47.12880000000007,0.9702044725418091
bio12,62.18400000000008,0.9925920963287354
bio12,77.2392000000001,0.998938798904419
bio12,92.29440000000011,0.9999296069145203
bio12,107.34960000000012,0.9999886751174927
bio12,122.40480000000014,0.9999393224716187
bio12,137.46000000000004,0.9997462034225464
bio12,152.51520000000016,0.9991402626037598
bio12,167.57040000000006,0.9975669980049133
bio12,182.6256000000002,0.9940932393074036
bio12,197.6808000000001,0.9874168038368225
bio12,212.736,0.9760211706161499
bio12,227.79120000000012,0.9584476947784424
bio12,242.84640000000002,0.9335989356040955
bio12,257.90160000000014,0.9009730815887451
bio12,272.95680000000004,0.8671108484268188
bio12,288.01200000000006,0.8625097870826721
bio12,303.06720000000007,0.8625097870826721
bio12,318.1224000000001,0.8625097870826721
bio12,333.1776000000001,0.8625097870826721
bio12,348.2328000000001,0.8625097870826721
bio12,363.288,0.8625097870826721
bio12,378.34320000000014,0.8625097870826721
bio12,393.39840000000004,0.8625097870826721
bio12,408.45360000000016,0.8625097870826721
bio12,423.50880000000006,0.8625097870826721
bio12,438.5640000000001,0.8625097870826721
bio12,453.6192000000001,0.8625097870826721
bio12,468.6744000000001,0.8625097870826721
bio12,483.7296000000001,0.8625097870826721
bio12,498.78480000000013,0.8625097870826721
bio12,513.8400000000001,0.8625097870826721
bio12,528.8951999999999,0.8625097870826721
bio12,543.9504000000002,0.8625097870826721
bio12,559.0056000000002,0.8625097870826721
bio12,574.0608000000002,0.8625097870826721
bio12,589.116,0.8625097870826721
bio12,604.1712,0.8625097870826721
bio12,619.2264000000002,0.8625097870826721
bio12,634.2816,0.8625097870826721
bio12,649.3368,0.8625097870826721
