variable,x,y
bio15,12.47718601226804,0.8738895058631897
bio15,12.807522930908178,0.8738895058631897
bio15,13.137859849548313,0.8738895058631897
bio15,13.46819676818845,0.8738895058631897
bio15,13.798533686828588,0.8738895058631897
bio15,14.128870605468723,0.8738895058631897
bio15,14.45920752410886,0.8738895058631897
bio15,14.789544442748998,0.8738895058631897
bio15,15.119881361389133,0.8738895058631897
bio15,15.45021828002927,0.8738895058631897
bio15,15.780555198669408,0.8738895058631897
bio15,16.110892117309543,0.8738895058631897
bio15,16.44122903594968,0.8738895058631897
bio15,16.771565954589818,0.8738895058631897
bio15,17.101902873229953,0.8738895058631897
bio15,17.43223979187009,0.8738895058631897
bio15,17.762576710510224,0.8738895058631897
bio15,18.092913629150363,0.8738895058631897
bio15,18.4232505477905,0.8738895058631897
bio15,18.753587466430638,0.8738895058631897
bio15,19.083924385070773,0.8738895058631897
bio15,19.41426130371091,0.8738895058631897
bio15,19.744598222351044,0.8738895058631897
bio15,20.074935140991183,0.8738895058631897
bio15,20.40527205963132,0.8738895058631897
bio15,20.735608978271458,0.8738895058631897
bio15,21.065945896911593,0.8738895058631897
bio15,21.39628281555173,0.8738895058631897
bio15,21.726619734191864,0.8738895058631897
bio15,22.056956652832003,0.8738895058631897
bio15,22.38729357147214,0.8738895058631897
bio15,22.717630490112278,0.8738895058631897
bio15,23.047967408752413,0.8738895058631897
bio15,23.37830432739255,0.8738895058631897
bio15,23.708641246032684,0.8738895058631897
bio15,24.03897816467282,0.8738895058631897
bio15,24.36931508331296,0.8738895058631897
bio15,24.699652001953098,0.8738895058631897
bio15,25.029988920593233,0.8738895058631897
bio15,25.36032583923337,0.8738895058631897
bio15,25.690662757873504,0.8738895058631897
bio15,26.02099967651364,0.8738895058631897
bio15,26.351336595153775,0.8759461045265198
bio15,26.681673513793918,0.8820095658302307
bio15,27.012010432434053,0.8879117369651794
bio15,27.34234735107419,0.893649697303772
bio15,27.672684269714324,0.8992211818695068
bio15,28.00302118835446,0.9046241641044617
bio15,28.333358106994595,0.9098567962646484
bio15,28.663695025634738,0.9149176478385925
bio15,28.994031944274873,0.9198057651519775
bio15,29.32436886291501,0.9245203733444214
bio15,29.654705781555144,0.9290610551834106
bio15,29.98504270019528,0.9334278106689453
bio15,30.315379618835415,0.9376210570335388
bio15,30.64571653747555,0.9416413307189941
bio15,30.976053456115693,0.9454898238182068
bio15,31.30639037475583,0.9491679072380066
bio15,31.636727293395964,0.9526771903038025
bio15,31.9670642120361,0.9560198187828064
bio15,32.297401130676235,0.9591982364654541
bio15,32.62773804931637,0.962215006351471
bio15,32.95807496795651,0.9650732278823853
bio15,33.28841188659665,0.9677761197090149
bio15,33.618748805236784,0.9703273177146912
bio15,33.94908572387692,0.9727305769920349
bio15,34.279422642517055,0.9749900102615356
bio15,34.6097595611572,0.9771097898483276
bio15,34.94009647979733,0.9790944457054138
bio15,35.27043339843747,0.9809485077857971
bio15,35.600770317077604,0.9826768040657043
bio15,35.93110723571774,0.9826212525367737
bio15,36.261444154357875,0.9812612533569336
bio15,36.59178107299802,0.979823112487793
bio15,36.92211799163815,0.9783044457435608
bio15,37.25245491027829,0.9767029285430908
bio15,37.582791828918424,0.9750162959098816
bio15,37.91312874755856,0.9732423424720764
bio15,38.243465666198695,0.9713789820671082
bio15,38.57380258483884,0.9694241285324097
bio15,38.90413950347897,0.9673758149147034
bio15,39.23447642211911,0.9652323126792908
bio15,39.564813340759244,0.9629917144775391
bio15,39.89515025939938,0.9606524705886841
bio15,40.225487178039515,0.9582130312919617
bio15,40.55582409667966,0.9556719064712524
bio15,40.88616101531979,0.9530279040336609
bio15,41.21649793395993,0.950279712677002
bio15,41.546834852600064,0.9474263787269592
bio15,41.8771717712402,0.9444669485092163
bio15,42.207508689880335,0.9414005875587463
